"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2006",14,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2007",15,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2008",20,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2009",16,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2010",14,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2011",16,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2012",18,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2013",15,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2014",15,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2015",14,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2016",13,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2017",17,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2018",19,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2019",19,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2020",18,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2001",0,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2002",0,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2003",1,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2004",3,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2005",11,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2006",17,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2007",16,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2008",18,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2009",16,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2010",15,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2011",16,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2012",17,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2013",15,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2014",15,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2015",14,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2016",13,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2017",15,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2018",17,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2019",16,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2020",15,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2001",0,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2002",1,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2003",2,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2004",1,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2005",2,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2006",3,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2007",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2008",6,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2009",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2010",4,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2011",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2012",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2013",4,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2014",4,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2015",4,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2016",4,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2017",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2018",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2019",6,
"AUS","WORKEXPOV","SNGL2CHLD","HR_AVEWAGE","A","2020",5,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2001",6,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2002",8,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2003",9,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2004",11,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2005",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2006",14,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2007",14,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2008",14,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2009",14,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2010",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2011",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2012",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2013",12,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2014",12,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2015",12,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2016",12,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2017",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2018",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2019",13,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_AVEWAGE","A","2020",12,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2001",0,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2002",0,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2003",1,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2004",0,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2005",4,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2006",9,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2007",10,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2008",13,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2009",10,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2010",9,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2011",11,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2012",12,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2013",10,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2014",10,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2015",9,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2016",9,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2017",12,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2018",13,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2019",13,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_AVEWAGE","A","2020",12,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2001",0,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2002",0,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2003",1,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2004",2,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2005",8,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2006",11,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2007",10,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2008",12,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2009",10,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2010",10,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2011",11,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2012",12,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2013",10,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2014",10,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2015",9,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2016",9,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2017",10,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2018",11,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2019",11,
"AUS","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_AVEWAGE","A","2020",10,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2001",1,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2002",2,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2003",3,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2004",2,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2005",5,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2006",8,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2007",12,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2008",15,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2009",12,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2010",10,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2011",12,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2012",13,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2013",10,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2014",11,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2015",10,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2016",9,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2017",12,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2018",13,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2019",13,
"AUS","WORKEXPOV","SNGL2CHLD","HR_MINWAGE","A","2020",12,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2001",11,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2002",16,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2003",18,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2004",22,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2005",28,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2006",30,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2007",30,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2008",32,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2009",30,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2010",31,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2011",31,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2012",32,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2013",31,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2014",30,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2015",30,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2016",28,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2017",31,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2018",31,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2019",30,
"AUS","WORKEXPOV","SNGLNOCHLD","HR_MINWAGE","A","2020",29,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2001",0,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2002",1,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2003",2,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2004",0,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2005",8,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2006",20,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2007",22,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2008",29,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2009",23,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2010",22,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2011",26,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2012",29,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2013",25,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2014",25,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2015",23,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2016",22,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2017",28,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2018",31,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2019",30,
"AUS","WORKEXPOV","UNEMP_COUPL2CHLD","HR_MINWAGE","A","2020",29,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2001",30,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2002",30,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2003",29,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2004",28,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2005",26,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2006",26,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2007",29,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2008",32,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2009",30,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2010",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2011",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2012",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2013",32,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2014",32,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2015",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2016",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2017",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2018",31,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2019",29,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2020",29,
"AUT","WORKEXPOV","SNGL2CHLD","HR_67PC_AVEWAGE","A","2021",29,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2001",22,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2002",22,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2003",22,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2004",22,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2005",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2006",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2007",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2008",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2009",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2010",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2011",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2012",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2013",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2014",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2015",20,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2016",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2017",20,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2018",20,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2019",21,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2020",20,
"AUT","WORKEXPOV","SNGLNOCHLD","HR_67PC_AVEWAGE","A","2021",21,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2001",39,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2002",39,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2003",38,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2004",38,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2005",35,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2006",35,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2007",38,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2008",41,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2009",39,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2010",40,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2011",40,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2012",40,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2013",40,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2014",40,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2015",40,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2016",39,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2017",39,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2018",39,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2019",36,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2020",36,
"AUT","WORKEXPOV","UNEMP_COUPL2CHLD","HR_67PC_AVEWAGE","A","2021",36,
"AUT","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2001",34,
"AUT","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2002",34,
"AUT","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2003",33,
"AUT","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2004",32,
"AUT","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2005",30,
"AUT","WORKEXPOV","UNEMP_COUPLNOCHLD","HR_67PC_AVEWAGE","A","2006",30,
